,node,band_clean,interaction_kind,comparison,group_a,group_b,test,stat,p,normal_x,normal_y,mean_x,mean_y,diff_x_minus_y,cliffs_delta,n_x,n_y,p_fdr
22,PCA_R,delta,novel cup,disease_sex,3xTg_m,3xTg_f,Mann–Whitney U,49.0,0.6985353583033387,False,True,0.15294188636075934,0.12279855855024673,0.030143327810512613,-0.10909090909090909,11,10,0.8731691978791734
23,PCA_R,delta,novel cup,control_sex,Ntg_m,Ntg_f,Welch t-test,-0.7396536595614195,0.46828284785856844,True,True,0.13837712738215274,0.17712161587055422,-0.03874448848840148,-0.19008264462809918,11,11,0.8562295663271942
24,PCA_R,gamma,familiar cup,male_genotype,3xTg_m,Ntg_m,Mann–Whitney U,61.0,1.0,False,True,0.10559336894795317,0.0893264383145283,0.016266930633424867,0.008264462809917356,11,11,1.0
25,PCA_R,gamma,familiar cup,female_genotype,3xTg_f,Ntg_f,Welch t-test,0.18652124303734716,0.8549350237172262,True,True,0.08395367098888971,0.08060940867682652,0.0033442623120631954,0.14545454545454545,10,11,0.8549350237172262
26,PCA_R,gamma,familiar cup,disease_sex,3xTg_m,3xTg_f,Mann–Whitney U,59.0,0.8053241706182483,False,True,0.10559336894795317,0.08395367098888971,0.021639697959063453,0.07272727272727272,11,10,0.8948046340202759
27,PCA_R,gamma,familiar cup,control_sex,Ntg_m,Ntg_f,Welch t-test,0.565502290032752,0.579600141192324,True,True,0.0893264383145283,0.08060940867682652,0.008717029637701781,-0.024793388429752067,11,11,0.8562295663271942
28,PCA_R,gamma,novel cup,male_genotype,3xTg_m,Ntg_m,Mann–Whitney U,62.0,0.9476445296225945,False,False,0.09873208362275072,0.09009095901592079,0.008641124606829934,0.024793388429752067,11,11,1.0
29,PCA_R,gamma,novel cup,female_genotype,3xTg_f,Ntg_f,Welch t-test,0.42878173996384283,0.6732167079710666,True,True,0.0873905343214337,0.07932559815324133,0.008064936168192371,0.07272727272727272,10,11,0.8549350237172262
30,PCA_R,gamma,novel cup,disease_sex,3xTg_m,3xTg_f,Mann–Whitney U,53.0,0.915878445665947,False,True,0.09873208362275072,0.0873905343214337,0.01134154930131702,-0.03636363636363636,11,10,0.915878445665947
31,PCA_R,gamma,novel cup,control_sex,Ntg_m,Ntg_f,Mann–Whitney U,62.0,0.9476445296225945,False,True,0.09009095901592079,0.07932559815324133,0.010765360862679457,0.024793388429752067,11,11,0.9476445296225945
32,PCA_R,theta,familiar cup,male_genotype,3xTg_m,Ntg_m,Welch t-test,2.5330044473510767,0.01978614229550886,True,True,0.6254624486743211,0.4117513851378348,0.21371106353648628,0.5537190082644629,11,11,0.0659538076516962
33,PCA_R,theta,familiar cup,female_genotype,3xTg_f,Ntg_f,Welch t-test,-0.566377143727412,0.5777763413091178,True,True,0.4232715495377282,0.4844082864436889,-0.061136736905960665,-0.12727272727272726,10,11,0.8549350237172262
34,PCA_R,theta,familiar cup,disease_sex,3xTg_m,3xTg_f,Welch t-test,2.0998954297734964,0.050509586050694284,True,True,0.6254624486743211,0.4232715495377282,0.20219089913659288,0.43636363636363634,11,10,0.12406208363072821
35,PCA_R,theta,familiar cup,control_sex,Ntg_m,Ntg_f,Welch t-test,-0.7454766756340572,0.46516938711258404,True,True,0.4117513851378348,0.4844082864436889,-0.07265690130585406,-0.2231404958677686,11,11,0.8562295663271942
36,PCA_R,theta,novel cup,male_genotype,3xTg_m,Ntg_m,Welch t-test,2.6912166043411507,0.014151886355382604,True,True,0.6346424657770278,0.42946618573232964,0.20517628004469812,0.5371900826446281,11,11,0.0659538076516962
37,PCA_R,theta,novel cup,female_genotype,3xTg_f,Ntg_f,Welch t-test,-0.340485287016853,0.737256177780481,True,True,0.37272224341102744,0.41187864329552626,-0.039156399884498816,-0.12727272727272726,10,11,0.8549350237172262
38,PCA_R,theta,novel cup,disease_sex,3xTg_m,3xTg_f,Welch t-test,2.8845756451205338,0.01076440292891387,True,True,0.6346424657770278,0.37272224341102744,0.2619202223660003,0.6363636363636364,11,10,0.1076440292891387
39,PCA_R,theta,novel cup,control_sex,Ntg_m,Ntg_f,Welch t-test,0.16929003889500102,0.8675371569600667,True,True,0.42946618573232964,0.41187864329552626,0.017587542436803383,-0.024793388429752067,11,11,0.9476445296225945
